name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Early_OTA_1_R1,Early_OTA_1_R2,Early_OTA_1_R3,Early_OTA_2_R1,Early_OTA_2_R2,Early_OTA_2_R3,Early_PTA_1_R1,Early_PTA_1_R2,Early_PTA_1_R3,Early_PTA_2_R1,Early_PTA_2_R2,Early_PTA_2_R3
SCA-6_Chr8v1_21062,PPR51,153.6,240.9,66.4,0.27,-1.9,0.69,-2.73,6.4e-03,1.0e+00,0.3327,38,250.2,278.5,186.7,168.7,391.8,169.3,203.2,0,67.7,0,64.3,63.2
SCA-6_Chr8v1_21232,CADH6,378.2,292.9,463.4,1.897,0.9,0.34,2.73,6.3e-03,1.0e+00,0.3327,39,290.8,286.8,329.3,168.7,282.7,399.1,443.2,829.2,506.4,0,510.9,490.9
SCA-6_Chr3v1_08968,EXOL3,182.2,279.5,84.8,0.318,-1.7,0.61,-2.71,6.7e-03,1.0e+00,0.3348,39,201.5,352.8,237.2,296.6,376.1,213,243.6,4.6,104.4,0,92.2,64
SCA-6_Chr3v1_09626,MIP1,205.7,262.2,149.2,0.446,-1.2,0.43,-2.72,6.6e-03,1.0e+00,0.3348,40,183.9,257.9,248.4,296.6,353.7,232.7,64.2,192,45.7,296.3,156.5,140.7
SCA-6_Chr9v1_23393,SCA-6_Chr9v1_23393,131.3,184.9,77.8,0.351,-1.5,0.56,-2.72,6.6e-03,1.0e+00,0.3348,40,184.7,261,157.8,135,252.5,118.2,183,45.1,91.3,96.5,30.3,20.6
SCA-6_Chr2v1_04505,SR43C,237.4,317.4,157.4,0.414,-1.3,0.47,-2.71,6.8e-03,1.0e+00,0.3369,40,323.5,457,331.7,147.4,428.6,216,246,31.2,129.6,165.5,110.4,261.6
SCA-6_Chr1v1_01893,FLA2,224.4,340.6,108.3,0.383,-1.4,0.51,-2.7,7.0e-03,1.0e+00,0.3445,42,327.1,416.8,512.8,152.8,366.8,267,22.6,151.5,118.2,0,129.8,227.6
SCA-6_Chr1v1_00320,PUB5,236.9,139.5,334.3,2.411,1.3,0.47,2.68,7.4e-03,1.0e+00,0.3576,44,178.6,193.9,147.4,46.2,102.6,168.5,327.9,670.7,267.4,266,350.7,123.3
SCA-6_Chr4v1_12263,CHI5,459.3,69.4,849.2,8.506,3.1,1.15,2.68,7.4e-03,1.0e+00,0.3576,44,61,11.3,12,135,52.6,144.5,0,291.4,400.4,2503.9,1029,870.3
SCA-6_Chr5v1_14979,CBP,822.4,443.1,1201.8,2.539,1.3,0.5,2.68,7.3e-03,1.0e+00,0.3576,44,423.4,346.6,895.8,129.7,172.2,690.9,412.3,1135.6,1245.9,1365,718.4,2333.4
SCA-6_Chr1v1_03474,REMO,1008.1,1326.1,690.1,0.603,-0.7,0.27,-2.67,7.6e-03,1.0e+00,0.3627,45,1108.5,1329.8,1304.4,1076.4,1965.7,1171.7,853.1,718.2,676.8,123.1,922.2,847.3
SCA-6_Chr2v1_05761,TPC1,254.7,134.8,374.5,2.338,1.2,0.46,2.66,7.7e-03,1.0e+00,0.3672,46,185.6,74.3,238.8,95.9,73.6,140.8,124.8,246.3,313.1,664.3,353.1,545.4
SCA-6_Chr2v1_04304,CRPM2,129.9,61,198.8,3.1,1.6,0.61,2.66,7.9e-03,1.0e+00,0.3696,47,73.4,29.9,92.9,28.4,23.7,117.5,34.5,252.1,122.3,226.5,284,273.5
SCA-6_Chr8v1_21577,SCA-6_Chr8v1_21577,164.6,234.3,94.9,0.382,-1.4,0.52,-2.66,7.9e-03,1.0e+00,0.3696,47,282,243.5,265.2,248.7,222.2,144.5,294.7,48.6,142.7,0,30.3,53
SCA-6_Chr9v1_25574,EF1B1,937.6,720.3,1155,1.814,0.9,0.32,2.65,8.0e-03,1.0e+00,0.3696,48,746.1,709.8,1024,435.2,598.3,808.4,779.5,1379.6,1199.4,370.1,1317.8,1883.6
SCA-6_Chr5v1_15165,SCA-6_Chr5v1_15165,226.6,109.1,344.1,3.079,1.6,0.61,2.65,8.1e-03,1.0e+00,0.3705,48,201.5,35.1,136.2,56.8,94.7,130.6,35.6,343.5,338.4,285.7,123.8,937.5
SCA-6_Chr8v1_22181,RL3,3823.5,4854.9,2792.1,0.573,-0.8,0.3,-2.65,8.1e-03,1.0e+00,0.3708,49,4541.8,5892.6,3807.6,5469.1,5928.7,3489.6,4865.8,1905.8,3379.8,1840.8,1902.7,2857.4
SCA-6_Chr1v1_00864,Y4862,88.5,130.4,46.6,0.298,-1.7,0.66,-2.64,8.4e-03,1.0e+00,0.3758,50,91.9,174.3,131.4,159.9,132.8,91.9,150.9,12.7,66.9,0,7.3,41.9
SCA-6_Chr1v1_03578,DAPA2,808.8,1117.9,499.8,0.516,-1,0.36,-2.63,8.5e-03,1.0e+00,0.3758,50,999.8,1274,651.4,1646.6,1288.6,847,957.7,445.2,711.8,84,444.1,355.7
SCA-6_Chr2v1_07530,CRWN2,661.4,901.3,421.5,0.532,-0.9,0.35,-2.63,8.5e-03,1.0e+00,0.3758,50,846.8,1146.1,708.3,682.1,1475.3,549.4,682,462.6,545.5,98.7,434.4,305.9
SCA-6_Chr3v1_08551,NRT31,159.5,90,229,2.977,1.6,0.6,2.63,8.4e-03,1.0e+00,0.3758,51,86.6,55.7,170.7,8.9,123.6,94.8,126,442.9,126.4,100.1,206.3,372.3
SCA-6_Chr7v1_19448,BLT,359.6,489.3,229.9,0.5,-1,0.38,-2.64,8.3e-03,1.0e+00,0.3758,51,462.3,782,598.5,209.6,439.2,444.3,303,164.2,329.4,110.7,229.3,242.7
SCA-6_Chr1v1_00203,H1,1928.2,1395.4,2460.9,1.777,0.8,0.32,2.57,1.0e-02,1.0e+00,0.3801,52,977.7,1547.4,996.8,1836.7,1047.9,1966.2,756.9,2674.9,1835.4,3086,3583.4,2829
SCA-6_Chr1v1_00776,BAME1,1092.9,1454.5,731.3,0.581,-0.8,0.3,-2.6,9.2e-03,1.0e+00,0.3801,52,1257.9,2207.7,829.3,1683.9,1318.8,1429.3,459.8,725.1,861.9,380,1177.1,784.1
SCA-6_Chr1v1_01038,UBA1A,176.6,260.5,92.7,0.455,-1.1,0.44,-2.6,9.4e-03,1.0e+00,0.3801,53,244,254.8,79.3,497.4,231.4,256.1,116.4,151.5,75,0,146.8,66.4
SCA-6_Chr1v1_02579,NDUV2,253.2,103.8,402.6,3.137,1.6,0.64,2.59,9.7e-03,1.0e+00,0.3801,53,76.9,50.5,170.7,5.3,186.7,132.8,63,326.1,335.1,761.4,150.5,779.4
SCA-6_Chr1v1_02761,GID1B,735.7,436.5,1034.9,2.192,1.1,0.44,2.58,1.0e-02,1.0e+00,0.3801,54,355.4,171.2,220.3,1131.5,353.7,386.7,369.5,1047.7,524.3,1508.3,1889.4,870.3
SCA-6_Chr10v1_27215,AROC,196,282.9,109.1,0.419,-1.3,0.49,-2.57,1.0e-02,1.0e+00,0.3801,54,238.7,301.2,147.4,442.3,349.8,218.1,231.7,86.7,132.9,62.1,101.9,39.5
SCA-6_Chr2v1_05808,GLK1,177.4,264.8,90,0.371,-1.4,0.56,-2.57,1.0e-02,1.0e+00,0.3801,54,199.8,457,200.3,99.5,444.4,187.5,254.3,35.8,101.9,0,93.4,54.5
SCA-6_Chr2v1_06666,HERC2,143.8,75.7,211.9,2.644,1.4,0.54,2.59,9.5e-03,1.0e+00,0.3801,55,93.7,60.9,108.2,39.1,27.6,124.8,63,374.7,186.7,253.9,179.6,213.4
SCA-6_Chr3v1_08252,HAT5,1044.8,619.5,1470.2,2.18,1.1,0.43,2.59,9.5e-03,1.0e+00,0.3801,55,702.8,338.4,992,262.9,557.5,863.1,387.4,1650.3,1453,2094,1144.3,2092.3
SCA-6_Chr3v1_09116,MSBP2,2823.1,1684.9,3961.2,2.246,1.2,0.45,2.62,8.9e-03,1.0e+00,0.3801,55,2038.4,698.4,3096.9,584.4,1138.7,2552.8,1555.4,3586.1,3630.1,4595.3,3054.3,7346.3
SCA-6_Chr3v1_09390,CYB5,141.2,79,203.5,2.566,1.4,0.52,2.6,9.2e-03,1.0e+00,0.3801,56,117.6,38.2,137,69.3,72.3,39.4,53.5,197.8,223.4,223.6,137.1,385.7
SCA-6_Chr3v1_10128,RHA1B,783,1075.7,490.2,0.553,-0.9,0.33,-2.59,9.5e-03,1.0e+00,0.3801,56,817.7,1307.1,613.8,1564.9,1242.5,908.3,379,442.9,695.5,79.7,797.2,547
SCA-6_Chr4v1_12115,WRK70,677.7,533.9,821.6,1.875,0.9,0.35,2.62,8.8e-03,1.0e+00,0.3801,57,346.5,849,293.3,838.4,378.7,497.6,1270.2,698.5,702.9,495.1,1031.4,731.2
SCA-6_Chr4v1_12851,AMO,134.8,197.3,72.3,0.442,-1.2,0.46,-2.57,1.0e-02,1.0e+00,0.3801,57,211.3,298.1,136.2,225.6,218.3,94.1,61.8,115.6,119.9,1.8,64.3,70.3
SCA-6_Chr4v1_13104,LSH6,232.9,326.1,139.8,0.44,-1.2,0.45,-2.61,9.1e-03,1.0e+00,0.3801,57,270.5,573.6,194.7,390.8,285.3,241.5,231.7,129.5,158.2,155.7,115.3,48.2
SCA-6_Chr5v1_15111,TMCO1,380.2,587.8,172.7,0.327,-1.6,0.62,-2.58,9.8e-03,1.0e+00,0.3801,58,404,729.4,227.6,1190.1,598.3,377.2,589.4,19.7,206.3,0,142,79
SCA-6_Chr5v1_15455,SRG1,114.4,48,180.8,3.495,1.8,0.7,2.59,9.5e-03,1.0e+00,0.3801,58,74.3,24.8,80.9,51.5,0,56.2,108.1,241.7,221.8,244.8,128.6,139.9
SCA-6_Chr5v1_16094,TRL11,127,53.5,200.5,3.497,1.8,0.7,2.58,1.0e-02,1.0e+00,0.3801,59,36.2,24.8,45.7,35.5,56.5,122.6,9.5,82.1,106,258,473.3,274.3
SCA-6_Chr6v1_17226,DNAJ8,125,63,187,3.369,1.8,0.68,2.57,1.0e-02,1.0e+00,0.3801,59,3.5,15.5,71.3,119,46,122.6,161.6,104.1,111.7,179.4,269.4,295.6
SCA-6_Chr6v1_18379,LSH10,232.5,330.2,134.9,0.353,-1.5,0.58,-2.59,9.7e-03,1.0e+00,0.3801,59,298.8,279.6,239.6,696.3,234,232.7,305.4,49.7,245.4,123.9,40,45.1
SCA-6_Chr6v1_18968,CYT5,163.5,79,248.1,3.306,1.7,0.67,2.57,1.0e-02,1.0e+00,0.3801,60,38.9,32,103.4,48,96,155.4,19,252.1,190.8,139.2,169.9,717.7
SCA-6_Chr7v1_20764,Y3720,1142.6,1513.2,771.9,0.536,-0.9,0.35,-2.6,9.4e-03,1.0e+00,0.3801,60,1093.5,1321.5,1034.4,1751.4,2198.4,1680.2,1097.9,346.9,848,446.1,910.1,982.5
SCA-6_Chr8v1_21460,PYG7,194.7,268,121.4,0.5,-1,0.39,-2.6,9.4e-03,1.0e+00,0.3801,60,326.2,277.5,176.3,255.8,288,284.5,190.1,89,176.1,0,82.5,190.5
SCA-6_Chr8v1_21992,ASHH2,156.7,224.6,88.9,0.392,-1.4,0.52,-2.58,9.9e-03,1.0e+00,0.3801,61,246.6,199.1,173.9,264.7,241.9,221.1,83.2,11.6,84,92.8,156.5,105.1
SCA-6_Chr9v1_23539,SCA-6_Chr9v1_23539,237.9,112.7,363.1,2.962,1.6,0.61,2.59,9.7e-03,1.0e+00,0.3801,61,80.4,87.7,239.6,83.5,48.6,136.4,72.5,606,386.5,496.2,60.7,556.5
SCA-6_Chr9v1_26430,CCR1,233.5,113.5,353.4,2.402,1.3,0.49,2.57,1.0e-02,1.0e+00,0.3801,62,154.7,100.1,162.7,33.7,85.5,144.5,78.4,343.5,280.5,758.2,279.1,381
SCA-6_Chr2v1_05735,HYES,1293.3,839.2,1747.3,2.139,1.1,0.43,2.56,1.0e-02,1.0e+00,0.3808,62,864.5,586,1045.6,643,678.5,1217.7,601.2,3425.4,1848.5,1525.4,730.5,2353.1
SCA-6_Chr3v1_09374,YIPL5,263.1,111.7,414.4,2.959,1.6,0.61,2.56,1.0e-02,1.0e+00,0.3808,62,80.4,24.8,153,131.4,61.8,218.9,147.3,56.7,203.8,870.3,621.3,587.3
SCA-6_Chr1v1_03426,SCA-6_Chr1v1_03426,85.8,131.8,39.8,0.331,-1.6,0.63,-2.55,1.1e-02,1.0e+00,0.3826,63,150.3,88.7,68.1,213.2,186.7,83.9,123.6,35.8,41.6,0,20.6,17.4
SCA-6_Chr10v1_27081,CSE,515.1,362.3,667.9,1.721,0.8,0.31,2.55,1.1e-02,1.0e+00,0.3826,64,304.1,298.1,377.4,412.1,340.5,441.4,481.2,419.8,742,885.3,702.6,776.2
SCA-6_Chr2v1_05488,FYPP,152.2,86.9,217.4,2.367,1.2,0.49,2.55,1.1e-02,1.0e+00,0.3826,64,118.5,58.8,148.2,46.2,51.3,98.5,106.9,337.7,157.4,276.6,180.8,245
SCA-6_Chr2v1_05558,RL44,944.2,453.3,1435,2.698,1.4,0.56,2.55,1.1e-02,1.0e+00,0.3826,64,294.4,167.1,1157,241.6,410.2,449.4,116.4,787.5,1058.4,2395.8,1035.1,3217.1
SCA-6_Chr2v1_05963,DJB12,107.5,142.6,72.3,0.405,-1.3,0.51,-2.54,1.1e-02,1.0e+00,0.3826,65,70.7,147.5,67.3,286,119.7,164.2,14.3,129.5,14.7,110.3,125,40.3
SCA-6_Chr5v1_13790,CHLG,694.3,916,472.7,0.538,-0.9,0.35,-2.55,1.1e-02,1.0e+00,0.3826,65,974.1,1225.6,646.6,580.8,1412.2,656.6,371.9,628,590.3,371.6,535.1,339.1
SCA-6_Chr8v1_21436,TRX1,759.9,1122.3,397.4,0.467,-1.1,0.43,-2.55,1.1e-02,1.0e+00,0.3826,65,767.3,1502,446.3,2136.8,1092.7,788.7,786.6,495,503.9,0,430.8,168.4
SCA-6_Chr2v1_04887,KN12D,241.8,340.3,143.3,0.388,-1.4,0.54,-2.54,1.1e-02,1.0e+00,0.386,66,377.5,436.4,323.7,316.2,320.8,267,497.9,25.4,131.3,0,80.1,124.9
SCA-6_Chr4v1_10659,RK12,281.4,424.3,138.6,0.39,-1.4,0.54,-2.53,1.1e-02,1.0e+00,0.3891,67,262.5,480.7,165.9,966.3,448.4,221.8,285.2,46.3,179.4,53.3,182,85.4
SCA-6_Chr1v1_03844,IF4G,1459.2,1797.8,1120.6,0.665,-0.6,0.23,-2.53,1.1e-02,1.0e+00,0.3938,69,2100.3,1602.1,1878.1,1485,1965.7,1755.4,1370,1062.8,1601.4,578,991.4,1120
SCA-6_Chr10v1_26738,PIP2,3490.7,2581.2,4400.2,1.83,0.9,0.35,2.51,1.2e-02,1.0e+00,0.3943,69,3250.3,1929.1,4109.7,1476.1,2048.6,2673.2,2611.7,6878.6,5450.8,2886.1,5089.3,3485
SCA-6_Chr10v1_28137,Y2048,245.2,310.8,179.6,0.506,-1,0.39,-2.51,1.2e-02,1.0e+00,0.3943,69,276.7,241.4,621,222,219.6,283.8,285.2,101.8,170.4,235.7,125,159.7
SCA-6_Chr2v1_07404,BPA1,87.8,51.3,124.3,2.497,1.3,0.53,2.51,1.2e-02,1.0e+00,0.3943,70,61.9,25.8,50.5,48,22.4,99.2,80.8,137.6,141.1,118.4,156.5,111.5
SCA-6_Chr4v1_13343,SRG1,215.3,133.3,297.2,2.12,1.1,0.43,2.51,1.2e-02,1.0e+00,0.3943,70,103.4,223.9,151.4,76.4,51.3,193.3,244.8,252.1,339.2,446.5,296.1,204.7
SCA-6_Chr5v1_13766,BAG4,192.5,294,90.9,0.414,-1.3,0.5,-2.52,1.2e-02,1.0e+00,0.3943,71,219.2,366.2,147.4,691,199.9,140.1,187.7,70.5,93.8,0,120.1,73.5
SCA-6_Chr5v1_15341,IDE1,108,67.3,148.7,2.327,1.2,0.49,2.51,1.2e-02,1.0e+00,0.3943,71,49.5,42.3,122.6,30.2,85.5,73.7,188.9,197.8,116.6,112.2,110.4,166
SCA-6_Chr6v1_17720,SCA-6_Chr6v1_17720,184.4,271,97.7,0.406,-1.3,0.52,-2.51,1.2e-02,1.0e+00,0.3943,71,277.6,505.5,196.3,78.2,423.4,145.2,210.3,98.3,128,0,64.3,85.4
SCA-6_Chr6v1_18664,STC,249.7,97.8,401.6,2.761,1.5,0.58,2.51,1.2e-02,1.0e+00,0.3943,72,79.6,55.7,121.8,30.2,126.2,173.6,41.6,549.3,171.2,1042.1,177.2,428.4
SCA-6_Chr7v1_19429,PPI1,1601.2,2114.4,1087.9,0.597,-0.7,0.3,-2.5,1.2e-02,1.0e+00,0.3943,72,2363.7,2155.1,1512.8,2849.1,2017,1788.9,1477,1255.9,1170.1,298.9,1664.9,660.8
SCA-6_Chr7v1_20430,EF2,87.3,130.3,44.3,0.287,-1.8,0.72,-2.51,1.2e-02,1.0e+00,0.3943,73,92.8,154.7,145,94.1,215.6,79.5,115.3,0,57.9,0,25.5,67.2
SCA-6_Chr8v1_21678,SCA-6_Chr8v1_21678,100.2,31,169.5,3.39,1.8,0.7,2.5,1.2e-02,1.0e+00,0.3943,73,22.1,51.6,31.2,19.5,0,61.3,25,81,60.3,454.5,345.8,50.6
SCA-6_Chr9v1_24293,AIL5,122.1,167.6,76.7,0.325,-1.6,0.65,-2.5,1.2e-02,1.0e+00,0.3943,73,155.6,212.5,131.4,83.5,280.1,142.3,209.1,4.6,158.2,0,19.4,68.8
SCA-6_Chr5v1_14899,FIS1A,402.7,278.6,526.9,1.993,1,0.4,2.5,1.2e-02,1.0e+00,0.3945,74,348.3,208.4,443.9,110.1,282.7,278,256.7,658,574,437.4,577.6,657.6
SCA-6_Chr7v1_19624,ILR3,594.2,387.9,800.5,2.077,1.1,0.42,2.5,1.2e-02,1.0e+00,0.3945,74,316.5,210.5,832.5,312.6,189.3,466.2,508.6,875.4,1332.3,665.7,521.8,899.5
SCA-6_Chr7v1_20431,SCA-6_Chr7v1_20431,715.8,443.1,988.6,2.639,1.4,0.56,2.5,1.3e-02,1.0e+00,0.3945,75,390.7,174.3,1161.8,104.8,416.8,410,146.2,1327.6,1188,402.3,509.7,2357.9
SCA-6_Chr8v1_21934,VATL,560.8,277,844.6,2.298,1.2,0.48,2.49,1.3e-02,1.0e+00,0.3945,75,288.2,132,560.1,245.1,163,273.6,167.5,544.7,762.4,1667.2,372.5,1553.2
SCA-6_Chr9v1_26183,SCA-6_Chr9v1_26183,100.2,67.3,133,2.449,1.3,0.52,2.5,1.2e-02,1.0e+00,0.3945,75,53.9,48.5,125,17.8,96,62.7,171.1,170,140.2,0,178.4,138.3
SCA-6_Chr1v1_00285,Y5696,323.1,417.6,228.7,0.562,-0.8,0.33,-2.49,1.3e-02,1.0e+00,0.3953,76,370.4,368.3,504,394.3,514.1,354.6,333.9,123.7,322.1,143.2,247.5,201.6
SCA-6_Chr1v1_00355,TAUE3,109.4,69.6,149.3,2.535,1.3,0.54,2.48,1.3e-02,1.0e+00,0.3953,76,94.6,50.5,117.8,30.2,25,99.2,101,166.5,229.9,0,172.3,226.1
SCA-6_Chr1v1_02047,Y5848,627.3,310,944.5,2.766,1.5,0.59,2.48,1.3e-02,1.0e+00,0.3953,77,336.8,155.8,676.3,26.6,252.5,412.2,165.2,653.4,1074.7,940.8,372.5,2460.6
SCA-6_Chr3v1_09464,MEBL,520.7,738.1,303.4,0.5,-1,0.4,-2.49,1.3e-02,1.0e+00,0.3953,77,563.1,1216.3,349.3,1266.5,518.1,515.1,554.9,283.3,288.6,169.2,317.9,206.3
SCA-6_Chr5v1_15448,SYHC,283.6,359.1,208,0.53,-0.9,0.37,-2.47,1.3e-02,1.0e+00,0.3953,77,472.9,434.3,299.7,191.8,399.7,356,116.4,190.8,265.8,285.4,172.3,217.4
SCA-6_Chr6v1_18257,OML2,94.9,46.2,143.5,2.66,1.4,0.57,2.48,1.3e-02,1.0e+00,0.3953,78,35.4,33,109.8,30.2,23.7,45.2,103.4,75.2,69.3,228.4,133.5,251.4
SCA-6_Chr7v1_19313,KN12F,378.1,527.9,228.4,0.427,-1.2,0.5,-2.48,1.3e-02,1.0e+00,0.3953,78,445.5,866.6,459.9,644.8,474.7,275.8,671.3,131.8,229.9,108.2,104.4,124.9
SCA-6_Chr8v1_21980,AUXI1,194.4,273.4,115.4,0.354,-1.5,0.6,-2.47,1.3e-02,1.0e+00,0.3953,79,227.2,267.2,172.3,344.6,491.8,137.2,199.6,4.6,115,165.5,127.4,80.6
SCA-6_Chr8v1_22506,PATL5,711.3,906.2,516.3,0.586,-0.8,0.31,-2.49,1.3e-02,1.0e+00,0.3953,79,815,982.1,643.4,1442.3,813.9,740.5,330.3,570.1,499.8,473.9,894.3,329.6
SCA-6_Chr9v1_22889,SRPR,532.1,699.1,365,0.594,-0.8,0.3,-2.48,1.3e-02,1.0e+00,0.3953,79,625.8,723.2,548.1,714.1,849.4,734,368.3,263.7,542.2,104.9,489,422.1
SCA-6_Chr9v1_24631,SCA-6_Chr9v1_24631,651.8,898.6,405,0.514,-1,0.39,-2.48,1.3e-02,1.0e+00,0.3953,80,659.4,1208,846.1,1051.5,1180.7,445.8,596.5,677.7,372.6,119.5,476.9,186.5
SCA-6_Chr1v1_02597,IN37,187.9,112.1,263.7,2.142,1.1,0.44,2.47,1.3e-02,1.0e+00,0.3955,80,137,103.2,119.4,53.3,119.7,140.1,83.2,284.5,265.8,378.9,264.5,305.1
SCA-6_Chr2v1_07176,FERON,140,61.7,218.2,2.831,1.5,0.61,2.47,1.3e-02,1.0e+00,0.3955,81,53,23.7,61.7,60.4,65.7,105.8,20.2,203.5,87.2,438.1,230.6,329.6
SCA-6_Chr6v1_18815,RB45B,1481.8,833.4,2130.3,2.234,1.2,0.47,2.47,1.4e-02,1.0e+00,0.3963,81,928.2,477.6,1467.9,250.5,975.6,900.3,406.4,1158.8,2062.1,2989.1,1389.4,4775.8
SCA-6_Chr1v1_01240,SCA-6_Chr1v1_01240,115,54.9,175.1,2.792,1.5,0.6,2.46,1.4e-02,1.0e+00,0.397,82,45.1,6.2,119.4,39.1,46,73.7,103.4,87.9,135.4,269.6,169.9,284.6
SCA-6_Chr1v1_03046,CHIT3,1596.5,984.2,2208.7,2.429,1.3,0.52,2.46,1.4e-02,1.0e+00,0.397,82,1702.5,199.1,1494.3,660.8,758.7,1090,576.3,3012.5,3493.1,982.1,559.4,4628.8
SCA-6_Chr2v1_04649,MTN1,105.7,48.1,163.5,3.708,1.9,0.77,2.45,1.4e-02,1.0e+00,0.397,83,30.1,12.4,167.5,0,31.6,46.7,124.8,183.9,62,211.6,140.8,257.7
SCA-6_Chr2v1_05559,CLPP2,137.6,179.1,96.1,0.478,-1.1,0.43,-2.46,1.4e-02,1.0e+00,0.397,83,143.2,115.5,159.5,227.4,186.7,242.2,112.9,47.4,121.5,128.2,69.2,97.2
SCA-6_Chr3v1_08905,BIOF,175.3,250.8,99.8,0.275,-1.9,0.76,-2.45,1.4e-02,1.0e+00,0.397,83,198.9,302.3,229.2,422.8,164.4,187.5,299.4,0,122.3,101.6,29.1,46.6
SCA-6_Chr4v1_13134,PMP22,188.2,127.4,248.9,1.883,0.9,0.37,2.46,1.4e-02,1.0e+00,0.397,84,119.3,86.7,176.3,117.2,163,102.1,193.7,290.3,192.4,299.6,230.6,286.9
SCA-6_Chr4v1_13191,SUVH9,98.6,146,51.2,0.394,-1.3,0.55,-2.45,1.4e-02,1.0e+00,0.397,84,137.9,109.4,147.4,113.7,209.1,158.3,74.9,16.2,119.9,0,68,28.5
SCA-6_Chr5v1_15895,SCA-6_Chr5v1_15895,1754.7,1330,2179.3,1.717,0.8,0.32,2.46,1.4e-02,1.0e+00,0.397,85,1611.5,1257.5,1364.5,1735.4,920.4,1090.7,2516.6,3817.4,1881.9,1718,1664.9,1477.3
SCA-6_Chr5v1_16703,SCA-6_Chr5v1_16703,918.8,545.4,1292.2,2.146,1.1,0.45,2.45,1.4e-02,1.0e+00,0.397,85,451.7,318.8,1079.3,183,490.4,749.3,496.7,628,1523.1,1575.5,1117.6,2412.4
SCA-6_Chr7v1_20176,GGH2,218.2,128.3,308,2.14,1.1,0.45,2.45,1.4e-02,1.0e+00,0.397,85,131.7,140.3,169.1,133.2,36.8,159,118.8,260.2,260.9,506,359.2,343
SCA-6_Chr3v1_09101,HFB2A,332.5,273.6,391.5,1.875,0.9,0.37,2.45,1.4e-02,1.0e+00,0.3976,86,206,329.1,127.4,325.1,192,461.8,420.6,326.1,273.2,1.1,986.5,341.5
SCA-6_Chr3v1_09273,UBC10,1303.5,857.1,1749.8,2.152,1.1,0.45,2.44,1.5e-02,1.0e+00,0.3976,86,748.7,637.5,1294,547.1,640.3,1275.3,345.8,1844.5,1771,1200.6,1712.2,3624.9
SCA-6_Chr6v1_18492,E6,1588.9,2036.5,1141.3,0.616,-0.7,0.29,-2.44,1.5e-02,1.0e+00,0.3976,87,1471.8,2158.1,1385.4,3266.5,2351,1586.1,1088.4,1364.6,1205.1,769.1,1226.8,1193.6
SCA-6_Chr9v1_23106,VPE,435.1,246.6,623.7,2.519,1.3,0.55,2.44,1.5e-02,1.0e+00,0.3976,87,166.2,98,417.5,280.6,185.4,332,104.6,381.6,348.2,629.9,896.8,1380.9
SCA-6_Chr9v1_23615,RDR3,178.4,130.1,226.7,2.063,1,0.43,2.44,1.5e-02,1.0e+00,0.3976,87,74.3,116.6,149,234.5,97.3,108.7,371.9,311.1,240.5,65.4,180.8,190.5
SCA-6_Chr6v1_18960,SCA-6_Chr6v1_18960,607.8,836,379.7,0.509,-1,0.4,-2.44,1.5e-02,1.0e+00,0.3986,88,527.7,834.6,1203.5,1062.2,962.5,425.3,805.6,442.9,380.8,0,169.9,479
SCA-6_Chr10v1_27474,ATOX1,2815.1,1737,3893.1,2.08,1.1,0.43,2.44,1.5e-02,1.0e+00,0.3986,88,1508.9,926.4,1394.2,1589.8,1442.4,3560.4,1349.8,2020.3,3689.6,5349.8,3485.1,7464.1
SCA-6_Chr1v1_02793,YUC10,104.8,57.9,151.7,2.577,1.4,0.56,2.43,1.5e-02,1.0e+00,0.4087,91,52.2,16.5,50.5,44.4,69.7,113.8,145,219.7,66,167,104.4,207.9
SCA-6_Chr1v1_00590,SCE1,369,172.3,565.7,2.852,1.5,0.62,2.42,1.5e-02,1.0e+00,0.4089,92,102.5,62.9,432.7,39.1,77.6,318.8,108.1,348.1,459.9,782.6,387.1,1308.2
SCA-6_Chr1v1_01119,LCV2,488.3,650.6,326,0.488,-1,0.43,-2.42,1.6e-02,1.0e+00,0.4089,92,463.2,861.4,274,1087.1,862.5,355.3,509.7,216.3,300.1,411.8,321.6,196.8
SCA-6_Chr4v1_12000,AOC,338.2,211.3,465,1.995,1,0.41,2.42,1.5e-02,1.0e+00,0.4089,92,188.3,178.5,339.7,97.7,228.8,234.9,221,514.6,684.1,642.3,237.8,490.1
SCA-6_Chr5v1_15367,RFS2,307.2,178.2,436.1,2.213,1.1,0.47,2.42,1.5e-02,1.0e+00,0.4089,93,87.5,160.9,221.1,245.1,152.5,202.1,59.4,587.5,382.4,680,425.9,481.4
SCA-6_Chr3v1_08759,SCA-6_Chr3v1_08759,123.7,181.5,65.9,0.363,-1.5,0.61,-2.41,1.6e-02,1.0e+00,0.4106,94,182.1,90.8,201.1,200.7,288,126.2,122.4,2.3,116.6,0,65.5,88.5
SCA-6_Chr3v1_09955,1A110,425.6,611.8,239.4,0.427,-1.2,0.51,-2.41,1.6e-02,1.0e+00,0.4106,94,317.3,416.8,212.3,1879.3,569.3,275.8,266.2,231.3,269.9,307.3,275.5,86.2
SCA-6_Chr3v1_10084,TBB7,110.7,162.3,59,0.311,-1.7,0.7,-2.41,1.6e-02,1.0e+00,0.4106,94,129.9,103.2,348.5,8.9,195.9,187.5,48.7,10.4,56.3,0,24.3,214.2
