name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Late_OTA_3_R1,Late_OTA_3_R2,Late_OTA_3_R3,Late_OTA_4_R1,Late_OTA_4_R2,Late_OTA_4_R3,Late_PTA_3_R1,Late_PTA_3_R2,Late_PTA_3_R3,Late_PTA_4_R1,Late_PTA_4_R2,Late_PTA_4_R3
SCA-6_Chr1v1_01792,YQ77,328.3,301.5,355,1.176,0.2,0.33,0.72,4.7e-01,1.0e+00,0.9998,1512,267.5,385.6,375.3,178.3,351.4,251.1,438.9,409.9,207.9,270.3,370.9,432.1
SCA-6_Chr1v1_01793,IBR5,157.8,165.2,150.4,0.774,-0.4,0.6,-0.62,5.3e-01,1.0e+00,0.9998,1513,51.8,227.1,303.9,43.4,201.2,164,99.1,317.1,21.3,127.1,188.1,149.8
SCA-6_Chr1v1_01796,FB135,10.8,17,4.5,0.221,-2.2,1.28,-1.7,8.9e-02,1.0e+00,0.9998,1514,22.4,24.9,10.5,18.6,25.5,0,0,15.7,0,3.8,1.1,6.6
SCA-6_Chr1v1_01797,FB135,130.5,110,151,1.315,0.4,0.61,0.65,5.2e-01,1.0e+00,0.9998,1515,18.9,157.4,145,21.7,251.3,65.7,106.8,198.9,90.6,82.5,197.2,229.8
SCA-6_Chr1v1_01798,SCA-6_Chr1v1_01798,14.7,9.3,20,3.012,1.6,1.26,1.26,2.1e-01,1.0e+00,0.9998,1516,0,0,10.5,0,13.2,32.1,0,7.2,29.3,1.9,44.4,37.2
SCA-6_Chr1v1_01800,SCA-6_Chr1v1_01800,2594.6,2292.6,2896.7,1.094,0.1,0.41,0.32,7.5e-01,1.0e+00,0.9998,1517,1610.7,954.4,1425.1,4563.2,3301.8,1900.2,1840.4,3017.5,2125.7,1727.3,2977.4,5691.7
SCA-6_Chr1v1_01804,FIMB5,11.4,16.7,6.2,0.437,-1.2,1,-1.19,2.3e-01,1.0e+00,0.9998,1518,0,24.9,9.4,34.1,1.9,29.9,3.9,2.4,5.3,9.5,12.3,3.6
SCA-6_Chr1v1_01805,Y2474,28.2,28.8,27.7,0.914,-0.1,0.75,-0.17,8.6e-01,1.0e+00,0.9998,1519,13,44.8,23.4,0,43.5,48.1,20.6,31.3,29.3,18,34.2,32.6
SCA-6_Chr1v1_01806,EDM2,6.4,4.9,7.9,3.055,1.6,2.22,0.73,4.7e-01,1.0e+00,0.9998,1520,0,0,10.5,18.6,0,0,0,0,25.3,16.1,0,6.1
SCA-6_Chr1v1_01807,TBD2A,150,148.5,151.4,1.03,0,0.41,0.1,9.2e-01,1.0e+00,0.9998,1521,63.6,124.5,177.7,141.1,279.6,104.7,164.7,132.6,86.6,168.8,184.9,170.7
SCA-6_Chr1v1_01809,GRP1,377.6,306.5,448.7,1.062,0.1,0.64,0.14,8.9e-01,1.0e+00,0.9998,1522,74.2,118.6,162.5,475.9,874.8,133.1,150.6,215.8,105.3,689.6,462.8,1067.9
SCA-6_Chr1v1_01812,TAF6,187.3,175.1,199.5,1.074,0.1,0.32,0.33,7.4e-01,1.0e+00,0.9998,1523,101.3,246.1,163.7,181.4,180.4,177.9,148,147.1,165.3,258,191.3,287.4
SCA-6_Chr1v1_01813,SCA-6_Chr1v1_01813,60,63,57,1.362,0.4,0.67,0.66,5.1e-01,1.0e+00,0.9998,1524,34.2,56.8,70.1,162.8,51,3.2,146.7,30.1,49.3,42.7,53.4,19.9
SCA-6_Chr1v1_01814,SCA-6_Chr1v1_01814,27.2,28.4,25.9,1.378,0.5,0.72,0.65,5.2e-01,1.0e+00,0.9998,1525,8.2,22.9,45.6,12.4,78.4,3.2,18,57.9,33.3,28.5,5.9,11.7
SCA-6_Chr1v1_01815,IQD1,537,528.6,545.5,1.112,0.2,0.35,0.43,6.7e-01,1.0e+00,0.9998,1526,427.7,264,534.2,1075.7,534.7,335,758.1,437.6,527.7,708.6,484.2,356.7
SCA-6_Chr1v1_01817,IF1A,297.8,284.7,311,1.194,0.3,0.39,0.66,5.1e-01,1.0e+00,0.9998,1527,307.5,235.1,197.6,409.2,401.5,157.1,290.9,393,627.7,149.9,261.9,142.7
SCA-6_Chr1v1_01818,SCA-6_Chr1v1_01818,427.7,419.2,436.2,1.139,0.2,0.33,0.57,5.7e-01,1.0e+00,0.9998,1528,465.4,411.5,758.7,203.1,392.1,284.3,483.9,553.3,818.3,351,216.4,194.1
SCA-6_Chr1v1_01820,Y1049,5.9,5.2,6.6,1.525,0.6,1.87,0.33,7.4e-01,1.0e+00,0.9998,1529,17.7,6,5.8,0,1.9,0,12.9,0,0,26.6,0,0
SCA-6_Chr1v1_01822,RNZ2,38.8,21.8,55.8,3.294,1.7,1.13,1.53,1.3e-01,1.0e+00,0.9998,1530,0,29.9,58.5,0,42.5,0,15.4,51.8,54.6,62.6,59.9,90.2
SCA-6_Chr1v1_01824,GALE1,6.7,10.1,3.4,0.288,-1.8,1.8,-1,3.2e-01,1.0e+00,0.9998,1531,18.9,11,29.2,0,0,1.6,0,18.1,0,0,1.1,1
SCA-6_Chr1v1_01834,SYTM2,27.6,29,26.2,0.738,-0.4,0.8,-0.55,5.9e-01,1.0e+00,0.9998,1532,1.2,51.8,32.7,18.6,56.7,12.8,11.6,10.8,14.7,34.1,34.2,51.5
SCA-6_Chr1v1_01835,SYTM2,29.7,34.6,24.7,1.132,0.2,0.86,0.21,8.3e-01,1.0e+00,0.9998,1533,63.6,43.8,38.6,49.6,12.3,0,32.2,49.4,30.7,7.6,23,5.1
SCA-6_Chr1v1_01837,B561P,17,9,24.9,1.425,0.5,1.13,0.45,6.5e-01,1.0e+00,0.9998,1534,0,15.9,15.2,0,12.3,10.7,0,14.5,12,12.3,48.6,62.2
SCA-6_Chr1v1_01839,B561G,147.5,153.2,141.9,1.059,0.1,0.51,0.16,8.7e-01,1.0e+00,0.9998,1535,240.4,79.7,154.3,334.8,48.2,62,317.9,89.2,126.6,138.5,102.6,76.4
SCA-6_Chr1v1_01840,RNP1,51.5,55.9,47.1,0.876,-0.2,0.6,-0.32,7.5e-01,1.0e+00,0.9998,1536,49.5,120.5,81.8,26.4,34,23,75.9,13.3,50.6,37.9,49.7,55
SCA-6_Chr1v1_01841,KITH,42.6,60.8,24.4,0.65,-0.6,1.02,-0.61,5.4e-01,1.0e+00,0.9998,1537,123.7,22.9,31.6,131.8,54.8,0,45,4.8,0,74.9,11.8,10.2
SCA-6_Chr1v1_01842,MAIL2,59.8,36.4,83.2,1.882,0.9,0.61,1.49,1.4e-01,1.0e+00,0.9998,1538,3.5,72.7,58.5,23.3,24.6,35.8,24.5,120.6,52,74.9,79.1,147.8
SCA-6_Chr1v1_01844,WNK11,22.2,28.4,15.9,0.581,-0.8,0.83,-0.94,3.5e-01,1.0e+00,0.9998,1539,17.7,15.9,49.1,4.7,40.6,42.2,37.3,10.8,0,4.7,19.8,22.9
SCA-6_Chr1v1_01847,WRKY1,26.8,27,26.6,1.002,0,0.66,0,1.0e+00,1.0e+00,0.9998,1540,29.5,24.9,12.9,46.5,5.7,42.7,32.2,18.1,38.6,38.9,14.4,17.3
SCA-6_Chr1v1_01848,SCA-6_Chr1v1_01848,317.9,296.1,339.7,1.181,0.2,0.37,0.64,5.2e-01,1.0e+00,0.9998,1541,232.1,318.8,448.9,156.6,347.7,272.5,175,564.2,429.1,279.8,321.2,269
SCA-6_Chr1v1_01849,PAT1,124.3,113,135.6,1.204,0.3,0.36,0.74,4.6e-01,1.0e+00,0.9998,1542,78.9,138.5,125.1,99.2,161.5,74.8,163.5,130.2,115.9,83.5,174.2,146.2
SCA-6_Chr1v1_01851,TM256,130.8,123,138.6,0.881,-0.2,0.45,-0.4,6.9e-01,1.0e+00,0.9998,1543,90.7,179.3,145,62,158.7,102.6,61.8,157.9,46.6,132.8,260.8,171.7
SCA-6_Chr1v1_01853,AHK2,281.9,233.2,330.6,1.321,0.4,0.31,1.27,2.0e-01,1.0e+00,0.9998,1544,245.1,164.4,199.9,367.4,150.2,272,306.3,232.7,241.2,367.1,346.3,490.1
SCA-6_Chr1v1_01854,OBE2,913.4,982,844.7,0.851,-0.2,0.33,-0.7,4.9e-01,1.0e+00,0.9998,1545,1360.9,735.2,673.4,1139.3,607.4,1376,1377.1,774,1002.2,554.9,692.6,667.5
SCA-6_Chr1v1_01855,HS906,680.1,636.7,723.6,1.057,0.1,0.22,0.37,7.1e-01,1.0e+00,0.9998,1546,603.3,683.4,391.6,748.7,545.1,848,553.4,670.3,603.7,741.8,833.2,939
SCA-6_Chr1v1_01856,SCA-6_Chr1v1_01856,4.1,2.6,5.6,12.257,3.6,2.44,1.48,1.4e-01,1.0e+00,0.9998,1547,0,0,12.9,0,2.8,0,0,18.1,0,0,9.1,6.6
SCA-6_Chr1v1_01858,PP445,11,10,12,1.217,0.3,1.52,0.19,8.5e-01,1.0e+00,0.9998,1548,33,0,0,7.8,2.8,16.6,21.9,0,21.3,22.8,0,6.1
SCA-6_Chr1v1_01859,PP175,23.7,34.9,12.5,0.372,-1.4,0.76,-1.87,6.2e-02,1.0e+00,0.9998,1549,51.8,39.9,38.6,34.1,24.6,20.3,20.6,20.5,0,7.6,6.9,19.4
SCA-6_Chr1v1_01860,CB21,3028.7,3649.9,2407.6,0.517,-1,0.51,-1.86,6.3e-02,1.0e+00,0.9998,1550,824.8,3339.5,4978.9,678.9,5920.5,6156.8,697.6,2682.4,1362,886.9,4186.3,4630.4
SCA-6_Chr1v1_01861,NU133,80.5,87,74,0.964,-0.1,0.46,-0.12,9.1e-01,1.0e+00,0.9998,1551,152,88.7,42.1,79.1,123.8,36.3,48.9,104.9,82.6,87.3,81.8,38.2
SCA-6_Chr1v1_01862,SPLA,229.8,243.2,216.5,0.81,-0.3,0.43,-0.7,4.9e-01,1.0e+00,0.9998,1552,233.3,260,232.6,139.5,329.7,264,230.4,297.8,42.6,148.9,326,253.2
SCA-6_Chr1v1_01865,VPS11,128,144.1,111.9,0.778,-0.4,0.48,-0.76,4.5e-01,1.0e+00,0.9998,1553,190.9,94.6,113.4,179.8,113.4,172.6,225.2,50.6,45.3,146.1,135.2,68.8
SCA-6_Chr1v1_01867,C3H18,42,47.6,36.5,0.747,-0.4,0.68,-0.62,5.4e-01,1.0e+00,0.9998,1554,68.3,40.8,79.5,12.4,8.5,75.9,33.5,14.5,17.3,63.6,29.9,60.1
SCA-6_Chr1v1_01868,DNAJ,34.9,30.1,39.7,2.074,1.1,0.69,1.52,1.3e-01,1.0e+00,0.9998,1555,22.4,32.9,50.3,32.6,42.5,0,77.2,47,86.6,18,1.1,8.2
SCA-6_Chr1v1_01870,SNE,13.6,18,9.2,0.454,-1.1,1.25,-0.91,3.6e-01,1.0e+00,0.9998,1556,4.7,0,16.4,51.2,15.1,20.8,0,0,17.3,9.5,14.4,14.3
SCA-6_Chr1v1_01872,GAO,3.3,2.2,4.3,1.636,0.7,2.72,0.26,7.9e-01,1.0e+00,0.9998,1557,0,0,1.2,0,0,12.3,0,14.5,0,0,0,11.2
SCA-6_Chr1v1_01881,G6PD1,33.1,29.8,36.5,1.187,0.2,0.74,0.33,7.4e-01,1.0e+00,0.9998,1558,23.6,15.9,9.4,45,74.6,10.2,5.1,44.6,42.6,22.8,44.4,59.6
SCA-6_Chr1v1_01882,SCA-6_Chr1v1_01882,12.8,8,17.5,4.293,2.1,1.16,1.82,6.9e-02,1.0e+00,0.9998,1559,0,29.9,3.5,6.2,8.5,0,28.3,15.7,34.7,2.8,6.9,16.8
SCA-6_Chr1v1_01884,PHYC,347.4,345.4,349.4,0.979,0,0.29,-0.1,9.2e-01,1.0e+00,0.9998,1560,351.1,228.1,280.6,392.2,261.7,558.9,289.6,403.9,325.2,434.4,350.6,293
SCA-6_Chr1v1_01886,SCA-6_Chr1v1_01886,12.9,7.4,18.5,2.598,1.4,1.29,1.07,2.8e-01,1.0e+00,0.9998,1561,0,12,7,0,5.7,19.8,34.7,0,13.3,47.4,11.8,3.6
SCA-6_Chr1v1_01887,MGAT2,7,7.8,6.2,1.611,0.7,1.95,0.35,7.2e-01,1.0e+00,0.9998,1562,0,0,0,0,23.6,23,19.3,6,0,0,1.1,10.7
SCA-6_Chr1v1_01888,SCA-6_Chr1v1_01888,276,301.8,250.2,0.912,-0.1,0.35,-0.38,7.0e-01,1.0e+00,0.9998,1563,384.1,122.5,369.4,444.9,320.3,169.4,240.7,212.2,394.5,212.5,210.6,230.8
SCA-6_Chr1v1_01889,SCA-6_Chr1v1_01889,205.1,189.1,221.1,1.524,0.6,0.59,1.04,3.0e-01,1.0e+00,0.9998,1564,157.9,89.7,226.8,584.4,49.1,26.7,254.8,135,678.3,139.4,58.3,60.6
SCA-6_Chr1v1_01890,KINB2,14.5,15.5,13.6,0.695,-0.5,1.09,-0.48,6.3e-01,1.0e+00,0.9998,1565,10.6,8,10.5,18.6,1.9,43.3,1.3,0,48,3.8,19.2,9.2
SCA-6_Chr1v1_01892,NFYB3,51.1,50.5,51.8,1.027,0,0.56,0.07,9.4e-01,1.0e+00,0.9998,1566,75.4,69.7,29.2,21.7,46.3,60.4,24.5,51.8,123.9,43.6,31.5,35.2
SCA-6_Chr1v1_01893,FLA2,375.8,433.1,318.5,0.696,-0.5,0.35,-1.47,1.4e-01,1.0e+00,0.9998,1567,248.6,281.9,531.9,355,730.3,451,213.6,132.6,431.8,265.6,483.1,384.2
SCA-6_Chr1v1_01894,NSP5,59.6,84.3,34.9,0.442,-1.2,0.67,-1.75,8.1e-02,1.0e+00,0.9998,1568,60.1,97.6,111.1,21.7,198.4,17.1,21.9,51.8,9.3,25.6,52.4,48.4
SCA-6_Chr1v1_01896,AB1K7,64.6,56.7,72.5,1.177,0.2,0.78,0.3,7.6e-01,1.0e+00,0.9998,1569,80.1,83.7,73.6,0,39.7,63.1,29.6,211,86.6,38.9,18.7,50.4
SCA-6_Chr1v1_01898,THIC1,373.4,334.7,412,1.049,0.1,0.41,0.17,8.7e-01,1.0e+00,0.9998,1570,166.1,433.4,358.9,215.5,534.7,299.8,173.7,653.4,219.9,319.7,461.2,644
SCA-6_Chr1v1_01899,NOI4,18,19.6,16.3,0.746,-0.4,1.03,-0.41,6.8e-01,1.0e+00,0.9998,1571,21.2,31.9,17.5,0,27.4,19.8,11.6,14.5,25.3,37.9,0,8.7
SCA-6_Chr1v1_01900,TRPC,189.9,227.4,152.3,0.621,-0.7,0.44,-1.55,1.2e-01,1.0e+00,0.9998,1572,226.2,266,226.8,80.6,383.6,181.1,52.8,176,125.3,126.2,233.6,200.2
SCA-6_Chr1v1_01901,RBCMT,24.2,26.9,21.5,0.823,-0.3,0.91,-0.31,7.6e-01,1.0e+00,0.9998,1573,41.2,8,26.9,6.2,13.2,65.7,42.5,4.8,53.3,20.9,6.9,0.5
SCA-6_Chr1v1_01902,SCA-6_Chr1v1_01902,30,24.6,35.3,1.359,0.4,0.78,0.57,5.7e-01,1.0e+00,0.9998,1574,10.6,39.9,51.4,23.3,20.8,1.6,6.4,44.6,25.3,36,47.6,52
SCA-6_Chr1v1_01903,LACS8,837.5,773.9,901,1.103,0.1,0.32,0.44,6.6e-01,1.0e+00,0.9998,1575,671.6,741.2,697.9,305.4,539.4,1688,710.4,1100.7,639.7,572,1272.5,1110.7
SCA-6_Chr1v1_01904,RNP1,96.7,94.4,99,0.707,-0.5,0.51,-0.97,3.3e-01,1.0e+00,0.9998,1576,40.1,76.7,56.1,46.5,103.9,243.1,51.5,91.6,9.3,36,134.7,271.1
SCA-6_Chr1v1_01906,GIP1,289.9,290.9,288.8,1.074,0.1,0.33,0.31,7.6e-01,1.0e+00,0.9998,1577,480.7,254,205.7,432.5,197.4,175.3,419.6,311,309.2,353.8,133.6,205.3
SCA-6_Chr1v1_01908,PUB11,466.9,435.5,498.3,1.136,0.2,0.3,0.62,5.4e-01,1.0e+00,0.9998,1578,457.2,344.7,361.2,601.4,361.8,486.8,594.6,379.7,787.6,356.6,443.6,427.5
SCA-6_Chr1v1_01909,SCA-6_Chr1v1_01909,1106.1,1138.5,1073.7,0.862,-0.2,0.33,-0.65,5.1e-01,1.0e+00,0.9998,1579,952,584.8,669.9,1610.5,808.7,2205.3,728.5,641.4,794.3,1451.3,1064.1,1762.4
SCA-6_Chr1v1_01910,RNE,102.9,87.1,118.8,1.347,0.4,0.34,1.26,2.1e-01,1.0e+00,0.9998,1580,122.5,70.7,65.5,83.7,105.8,74.3,126.1,108.5,88,100.5,155,134.5
SCA-6_Chr1v1_01911,XERIC,637.2,833.8,440.5,0.476,-1.1,1.17,-0.91,3.6e-01,1.0e+00,0.9998,1581,281.6,2047.3,628.9,0,1887.5,157.6,175,823.4,205.2,214.4,826.2,398.9
SCA-6_Chr1v1_01912,RRP15,419.3,433.7,404.9,1.004,0,0.26,0.02,9.8e-01,1.0e+00,0.9998,1582,412.4,627.6,394,492.9,433.6,241.5,460.8,572.6,335.8,401.2,389.1,270
SCA-6_Chr1v1_01913,COL9,1595.4,1603.9,1586.8,1.252,0.3,0.49,0.67,5.0e-01,1.0e+00,0.9998,1583,4465.6,1431.6,1636.6,1207.5,496,386.3,3151.9,3345.4,876.9,1063.3,661.6,421.4
SCA-6_Chr1v1_01914,SCA-6_Chr1v1_01914,39.5,24,55,2.253,1.2,0.78,1.5,1.3e-01,1.0e+00,0.9998,1584,14.1,11,4.7,57.4,52,4.8,42.5,12.1,40,77.8,43.8,114.1
SCA-6_Chr1v1_01915,SCA-6_Chr1v1_01915,82,66.1,97.9,0.99,0,0.5,-0.03,9.8e-01,1.0e+00,0.9998,1585,22.4,65.8,51.4,12.4,82.2,162.4,34.7,37.4,41.3,56,160.9,256.8
SCA-6_Chr1v1_01920,SFT2,160.8,164,157.7,1.057,0.1,0.38,0.21,8.4e-01,1.0e+00,0.9998,1586,305.2,118.6,177.7,221.7,73.7,87.1,211.1,209.8,185.2,181.2,86.6,72.3
SCA-6_Chr1v1_01922,Y3739,4.4,4.4,4.5,0.717,-0.5,2.85,-0.17,8.7e-01,1.0e+00,0.9998,1587,0,13.9,0,0,12.3,0,27,0,0,0,0,0
SCA-6_Chr1v1_01932,HIP46,88.7,60.3,117,1.928,0.9,0.74,1.28,2.0e-01,1.0e+00,0.9998,1588,22.4,54.8,51.4,1.6,28.3,203.1,90.1,280.9,21.3,38.9,208.4,62.7
SCA-6_Chr1v1_01933,AIR3,119.3,139.4,99.2,0.791,-0.3,0.38,-0.89,3.7e-01,1.0e+00,0.9998,1589,172,92.7,217.4,111.6,143.6,99.4,56.6,109.7,175.9,127.1,56.1,69.8
SCA-6_Chr1v1_01934,AIR3,112.9,132.1,93.7,0.702,-0.5,0.5,-1.03,3.0e-01,1.0e+00,0.9998,1590,67.2,136.5,266.5,69.8,115.3,137.3,27,145.9,114.6,94.9,99.4,80.5
SCA-6_Chr1v1_01935,C724B,15.6,18.4,12.9,0.696,-0.5,1.24,-0.42,6.7e-01,1.0e+00,0.9998,1591,0,6,5.8,1.6,28.3,68.4,10.3,0,0,15.2,13.4,38.2
SCA-6_Chr1v1_01939,RAB1C,42.9,40.7,45.1,1.543,0.6,0.68,0.92,3.6e-01,1.0e+00,0.9998,1592,49.5,65.8,62,29.5,33.1,4.3,73.4,90.4,52,5.7,13.9,35.2
SCA-6_Chr1v1_01940,SMD1B,48.6,40.8,56.5,1.197,0.3,0.68,0.38,7.0e-01,1.0e+00,0.9998,1593,25.9,56.8,36.2,0,44.4,81.2,27,55.5,33.3,62.6,62,98.3
SCA-6_Chr1v1_01944,SCA-6_Chr1v1_01944,60.6,73.3,47.8,0.75,-0.4,0.66,-0.63,5.3e-01,1.0e+00,0.9998,1594,71.9,41.8,44.4,207.7,28.3,46,42.5,6,85.3,89.2,25.7,38.2
SCA-6_Chr1v1_01945,CAX5,6.1,5.3,7,1.357,0.4,1.84,0.24,8.1e-01,1.0e+00,0.9998,1595,0,9,0,12.4,10.4,0,5.1,1.2,0,19,16.6,0
SCA-6_Chr1v1_01948,SCA-6_Chr1v1_01948,38.1,40.3,36,0.307,-1.7,1.21,-1.4,1.6e-01,1.0e+00,0.9998,1596,40.1,16.9,1.2,148.8,35,0,0,53,0,60.7,33.7,68.3
SCA-6_Chr1v1_01951,TMN12,13.6,15.7,11.4,0.858,-0.2,1.28,-0.17,8.6e-01,1.0e+00,0.9998,1597,0,7,32.7,0,15.1,39.5,0,2.4,18.7,22.8,10.2,14.3
SCA-6_Chr1v1_01952,EFTS,47,38.2,55.8,1.179,0.2,0.99,0.24,8.1e-01,1.0e+00,0.9998,1598,0,49.8,38.6,1.6,41.6,97.8,0,35,53.3,47.4,77.5,121.8
SCA-6_Chr1v1_01953,CB23,1766.2,2330.6,1201.9,0.538,-0.9,0.48,-1.88,6.0e-02,1.0e+00,0.9998,1599,897.8,2293.4,4243.6,356.5,3840.2,2352.2,728.5,1564.8,1064.8,988.4,1347.9,1516.8
SCA-6_Chr1v1_01954,UVR8,96.9,111.8,82.1,0.654,-0.6,0.55,-1.12,2.6e-01,1.0e+00,0.9998,1600,40.1,85.7,146.1,79.1,139.8,180.1,84.9,79.6,8,111.9,89.3,118.7
SCA-6_Chr1v1_01955,SCA-6_Chr1v1_01955,10.1,11,9.3,1.325,0.4,1.11,0.37,7.1e-01,1.0e+00,0.9998,1601,15.3,15.9,12.9,4.7,17,0,5.1,0,32,11.4,3.7,3.6
SCA-6_Chr1v1_01956,SCA-6_Chr1v1_01956,294.4,293.4,295.4,0.939,-0.1,0.43,-0.21,8.3e-01,1.0e+00,0.9998,1602,127.3,286.9,339,107,535.7,364.4,142.9,382.2,214.6,270.3,413.7,349
SCA-6_Chr1v1_01957,SCA-6_Chr1v1_01957,8.7,7.7,9.7,1.492,0.6,1.16,0.5,6.2e-01,1.0e+00,0.9998,1603,0,14.9,16.4,0,13.2,1.6,18,8.4,6.7,5.7,9.6,9.7
SCA-6_Chr1v1_01958,MUTYH,92,104.7,79.3,0.738,-0.4,0.55,-0.79,4.3e-01,1.0e+00,0.9998,1604,63.6,63.8,147.3,210.8,29.3,113.3,122.3,90.4,96,105.3,17.1,44.8
SCA-6_Chr1v1_01959,GLYR1,451.7,453.4,450.1,0.977,0,0.3,-0.11,9.1e-01,1.0e+00,0.9998,1605,432.4,255,495.7,446.4,561.2,529.5,254.8,387,511.8,518.8,526.4,501.9
SCA-6_Chr1v1_01960,RLT3,215.7,229.2,202.2,0.906,-0.1,0.36,-0.4,6.9e-01,1.0e+00,0.9998,1606,342.9,229.1,129.8,322.4,137.9,213.2,213.6,208.6,297.2,165,164.6,164.1
SCA-6_Chr1v1_01961,SCA-6_Chr1v1_01961,13.8,12.2,15.3,1.456,0.5,0.85,0.64,5.2e-01,1.0e+00,0.9998,1607,16.5,20.9,11.7,10.9,13.2,0,30.9,14.5,33.3,13.3,0,0
SCA-6_Chr1v1_01962,SCA-6_Chr1v1_01962,29.1,23.1,35,1.106,0.1,0.97,0.15,8.8e-01,1.0e+00,0.9998,1608,11.8,60.8,47.9,0,8.5,9.6,1.3,41,28,15.2,73.8,51
SCA-6_Chr1v1_01963,AUXI2,1063.5,1068.6,1058.5,1.065,0.1,0.37,0.25,8.1e-01,1.0e+00,0.9998,1609,1733.2,795,751.7,2007.3,554.5,569.6,1572.7,922.2,1875.1,996,514.7,470.3
SCA-6_Chr1v1_01964,B561K,34.9,22.5,47.4,2.125,1.1,0.77,1.42,1.6e-01,1.0e+00,0.9998,1610,0,38.9,31.6,7.8,36.8,19.8,81.1,48.2,64,19.9,34.7,36.2
SCA-6_Chr1v1_01966,SCA-6_Chr1v1_01966,36.1,41.9,30.4,1.129,0.2,1.02,0.17,8.6e-01,1.0e+00,0.9998,1611,28.3,45.8,60.8,15.5,101.1,0,0,65.1,42.6,18,21.4,35.2
SCA-6_Chr1v1_01967,SCA-6_Chr1v1_01967,242,259.7,224.2,0.897,-0.2,0.3,-0.52,6.0e-01,1.0e+00,0.9998,1612,319.3,232.1,157.8,438.7,207.8,202.5,231.7,289.3,231.9,256.1,161.9,174.3
SCA-6_Chr1v1_01979,LAC15,119.9,134.4,105.4,0.939,-0.1,0.48,-0.19,8.5e-01,1.0e+00,0.9998,1613,275.7,128.5,137.9,37.2,149.3,78,91.4,191.7,147.9,56,95.7,49.9
SCA-6_Chr1v1_01982,TRPC,59.6,53.8,65.4,1.132,0.2,0.49,0.37,7.1e-01,1.0e+00,0.9998,1614,18.9,45.8,42.1,40.3,27.4,148.6,18,78.4,56,62.6,117,60.6
SCA-6_Chr1v1_01983,NOI4,7.2,6.6,7.9,1.804,0.9,1.65,0.52,6.1e-01,1.0e+00,0.9998,1615,16.5,8,0,0,15.1,0,0,13.3,30.7,2.8,0,0.5
SCA-6_Chr1v1_01991,PEX13,287.4,288.7,286,0.979,0,0.32,-0.09,9.3e-01,1.0e+00,0.9998,1616,175.6,315.8,351.9,158.1,388.3,342.5,270.3,285.7,298.5,228.6,402.4,230.8
SCA-6_Chr1v1_01992,FBL12,11.8,11.1,12.6,0.721,-0.5,1.49,-0.32,7.5e-01,1.0e+00,0.9998,1617,0,9,18.7,14,24.6,0,0,39.8,0,3.8,14.4,17.8
SCA-6_Chr1v1_01994,RL5,1267.5,1211.6,1323.4,0.738,-0.4,0.5,-0.87,3.8e-01,1.0e+00,0.9998,1618,339.3,1283.2,1263.7,260.4,2281.5,1841.4,444,1076.6,345.2,918.2,2280.5,2876.2
SCA-6_Chr1v1_01995,GPN3,96,82.3,109.6,1.258,0.3,0.45,0.73,4.6e-01,1.0e+00,0.9998,1619,46,103.6,81.8,21.7,92.6,148,63.1,131.4,111.9,88.2,114.9,148.3
SCA-6_Chr1v1_01996,SCA-6_Chr1v1_01996,30,28.2,31.8,1.216,0.3,0.71,0.4,6.9e-01,1.0e+00,0.9998,1620,22.4,4,12.9,89.9,11.3,28.9,37.3,36.2,28,24.7,23,41.8
SCA-6_Chr1v1_01997,SCA-6_Chr1v1_01997,110.9,116.1,105.7,1.007,0,0.58,0.02,9.9e-01,1.0e+00,0.9998,1621,305.2,28.9,157.8,85.3,57.6,62,180.2,214.6,42.6,134.7,31,31.1
SCA-6_Chr1v1_01998,RNS2,229.2,239.1,219.3,0.831,-0.3,0.4,-0.67,5.0e-01,1.0e+00,0.9998,1622,156.7,280,266.5,119.4,354.3,257.6,151.9,331.5,118.6,130.9,292.3,290.4
SCA-6_Chr1v1_01999,MD19A,650.8,691.4,610.2,0.948,-0.1,0.41,-0.19,8.5e-01,1.0e+00,0.9998,1623,948.5,553.9,806.6,1294.3,279.6,265.6,978.1,741.4,1102.1,483.8,260.8,95.3
SCA-6_Chr1v1_02000,FH1,782,698.6,865.4,1.209,0.3,0.41,0.68,5.0e-01,1.0e+00,0.9998,1624,856.6,366.6,579.8,1216.8,455.4,716.6,1202.1,471.4,1713.9,934.3,431.8,438.7
SCA-6_Chr1v1_02001,ACOT9,107.8,91.8,123.7,1.117,0.2,0.61,0.26,7.9e-01,1.0e+00,0.9998,1625,55.4,153.4,140.3,6.2,120.9,74.8,42.5,147.1,53.3,153.7,179,166.6
SCA-6_Chr1v1_02005,U74E2,113.9,109.8,117.9,1.21,0.3,0.37,0.75,4.5e-01,1.0e+00,0.9998,1626,100.2,102.6,118.1,201.5,87.9,48.6,144.1,142.3,129.3,91.1,96.2,104.4
SCA-6_Chr1v1_02006,Y5838,51.8,51.9,51.7,0.658,-0.6,0.79,-0.76,4.4e-01,1.0e+00,0.9998,1627,24.7,82.7,56.1,0,64.2,83.4,10.3,97.6,10.7,37,92.5,62.2
SCA-6_Chr1v1_02007,Y5838,46.1,51.1,41.1,0.751,-0.4,0.6,-0.68,4.9e-01,1.0e+00,0.9998,1628,87.2,74.7,39.7,29.5,28.3,47,83.7,67.5,28,43.6,17.6,6.1
